country_name,country_code,latitude,longitude,year,water_stress_index,water_stress_category
Brazil,BRA,-10,-55,1987,38217.47004,No Stress
Brazil,BRA,-10,-55,1992,36617.55359,No Stress
Brazil,BRA,-10,-55,1997,33913.34133,No Stress
Brazil,BRA,-10,-55,2002,31556.28015,No Stress
Brazil,BRA,-10,-55,2007,29795.21106,No Stress
Brazil,BRA,-10,-55,2012,28496.49373,No Stress
Brazil,BRA,-10,-55,2013,28253.87109,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1962,94871.36559,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1967,75441.55498,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1972,59932.17088,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1977,48901.72479,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1982,41452.6976,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1987,36019.69642,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1992,31257.46962,No Stress
Brunei Darussalam,BRN,4.5,114.6667,1997,27427.84862,No Stress
Brunei Darussalam,BRN,4.5,114.6667,2002,24537.61038,No Stress
Brunei Darussalam,BRN,4.5,114.6667,2007,22283.97651,No Stress
Brunei Darussalam,BRN,4.5,114.6667,2012,20619.15689,No Stress
Brunei Darussalam,BRN,4.5,114.6667,2013,20345.44166,No Stress
Bulgaria,BGR,43,25,1962,2620.758957,No Stress
Bulgaria,BGR,43,25,1967,2527.007087,No Stress
Bulgaria,BGR,43,25,1972,2448.636925,No Stress
Bulgaria,BGR,43,25,1977,2385.229839,No Stress
Bulgaria,BGR,43,25,1982,2354.931456,No Stress
Bulgaria,BGR,43,25,1987,2340.782483,No Stress
Bulgaria,BGR,43,25,1992,2458.969172,No Stress
Bulgaria,BGR,43,25,1997,2526.447089,No Stress
Bulgaria,BGR,43,25,2002,2668.880397,No Stress
Bulgaria,BGR,43,25,2007,2783.175518,No Stress
Bulgaria,BGR,43,25,2012,2874.393914,No Stress
Bulgaria,BGR,43,25,2013,2890.525477,No Stress
Burkina Faso,BFA,13,-2,1962,2519.99617,No Stress
Burkina Faso,BFA,13,-2,1967,2339.500882,No Stress
Burkina Faso,BFA,13,-2,1972,2145.859752,No Stress
Burkina Faso,BFA,13,-2,1977,1953.449456,No Stress
Burkina Faso,BFA,13,-2,1982,1746.235396,No Stress
Burkina Faso,BFA,13,-2,1987,1535.612198,Stress
Burkina Faso,BFA,13,-2,1992,1344.502962,Stress
Burkina Faso,BFA,13,-2,1997,1172.060112,Stress
Burkina Faso,BFA,13,-2,2002,1016.557774,Stress
Burkina Faso,BFA,13,-2,2007,878.11269,Scarcity
Burkina Faso,BFA,13,-2,2012,759.4102626,Scarcity
Burkina Faso,BFA,13,-2,2013,738.1233444,Scarcity
Burundi,BDI,-3.5,30,1962,3475.545084,No Stress
Burundi,BDI,-3.5,30,1967,3109.617094,No Stress
Burundi,BDI,-3.5,30,1972,2835.931763,No Stress
Burundi,BDI,-3.5,30,1977,2629.772475,No Stress
Burundi,BDI,-3.5,30,1982,2307.668133,No Stress
Burundi,BDI,-3.5,30,1987,1969.958331,No Stress
Burundi,BDI,-3.5,30,1992,1710.105209,No Stress
Burundi,BDI,-3.5,30,1997,1579.383736,Stress
Burundi,BDI,-3.5,30,2002,1429.438795,Stress
Burundi,BDI,-3.5,30,2007,1207.927849,Stress
Burundi,BDI,-3.5,30,2012,1021.364488,Stress
Burundi,BDI,-3.5,30,2013,989.9107821,Scarcity
Cambodia,KHM,13,105,1962,20018.9865,No Stress
Cambodia,KHM,13,105,1967,18017.83228,No Stress
Cambodia,KHM,13,105,1972,16442.98212,No Stress
Cambodia,KHM,13,105,1977,16716.88663,No Stress
Cambodia,KHM,13,105,1982,17369.77029,No Stress
Cambodia,KHM,13,105,1987,14580.99233,No Stress
Cambodia,KHM,13,105,1992,12405.14207,No Stress
Cambodia,KHM,13,105,1997,10582.69959,No Stress
Cambodia,KHM,13,105,2002,9489.087392,No Stress
Cambodia,KHM,13,105,2007,8772.639374,No Stress
Cambodia,KHM,13,105,2012,8113.210365,No Stress
Cambodia,KHM,13,105,2013,7968.196457,No Stress
Cameroon,CMR,6,12,1962,48804.31223,No Stress
Cameroon,CMR,6,12,1967,43466.195,No Stress
Cameroon,CMR,6,12,1972,38265.44557,No Stress
Cameroon,CMR,6,12,1977,33342.12686,No Stress
Cameroon,CMR,6,12,1982,28795.53043,No Stress
Cameroon,CMR,6,12,1987,24747.28086,No Stress
Cameroon,CMR,6,12,1992,21333.40668,No Stress
Cameroon,CMR,6,12,1997,18559.52775,No Stress
Cameroon,CMR,6,12,2002,16267.38674,No Stress
Cameroon,CMR,6,12,2007,14294.93306,No Stress
Cameroon,CMR,6,12,2012,12580.85909,No Stress
Cameroon,CMR,6,12,2013,12267.48014,No Stress
Canada,CAN,60,-95,1962,153110.5619,No Stress
Canada,CAN,60,-95,1967,139623.7507,No Stress
Canada,CAN,60,-95,1972,129582.9688,No Stress
Canada,CAN,60,-95,1977,119768.0282,No Stress
Canada,CAN,60,-95,1982,113086.263,No Stress
Canada,CAN,60,-95,1987,107344.6328,No Stress
Canada,CAN,60,-95,1992,99931.28585,No Stress
Canada,CAN,60,-95,1997,95040.55063,No Stress
Canada,CAN,60,-95,2002,90874.30649,No Stress
Canada,CAN,60,-95,2007,86657.93722,No Stress
Canada,CAN,60,-95,2012,82009.36645,No Stress
Canada,CAN,60,-95,2013,81071.21184,No Stress
Cape Verde,CPV,16,-24,1962,1346.95252,Stress
Cape Verde,CPV,16,-24,1967,1179.379725,Stress
Cape Verde,CPV,16,-24,1972,1023.129549,Stress
Cape Verde,CPV,16,-24,1977,968.9640805,Scarcity
Cape Verde,CPV,16,-24,1982,967.4548199,Scarcity
Cape Verde,CPV,16,-24,1987,884.997522,Scarcity
Cape Verde,CPV,16,-24,1992,813.2880422,Scarcity
Cape Verde,CPV,16,-24,1997,718.4561814,Scarcity
Cape Verde,CPV,16,-24,2002,653.3954785,Scarcity
Cape Verde,CPV,16,-24,2007,620.2024754,Scarcity
Cape Verde,CPV,16,-24,2012,606.7948892,Scarcity
Cape Verde,CPV,16,-24,2013,601.3265263,Scarcity
Cayman Islands,CYM,19.5,-80.5,1962,,-
Cayman Islands,CYM,19.5,-80.5,1967,,-
Cayman Islands,CYM,19.5,-80.5,1972,,-
Cayman Islands,CYM,19.5,-80.5,1977,,-
Cayman Islands,CYM,19.5,-80.5,1982,,-
Cayman Islands,CYM,19.5,-80.5,1987,,-
Cayman Islands,CYM,19.5,-80.5,1992,,-
Cayman Islands,CYM,19.5,-80.5,1997,,-
Cayman Islands,CYM,19.5,-80.5,2002,,-
Cayman Islands,CYM,19.5,-80.5,2007,,-
Cayman Islands,CYM,19.5,-80.5,2012,,-
Cayman Islands,CYM,19.5,-80.5,2013,,-
Central African Republic,CAF,7,21,1962,90578.77913,No Stress
Central African Republic,CAF,7,21,1967,82045.52887,No Stress
Central African Republic,CAF,7,21,1972,74184.56172,No Stress
Central African Republic,CAF,7,21,1977,66870.94713,No Stress
Central African Republic,CAF,7,21,1982,58479.09559,No Stress
Central African Republic,CAF,7,21,1987,51446.56052,No Stress
Central African Republic,CAF,7,21,1992,46217.55225,No Stress
Central African Republic,CAF,7,21,1997,41171.09275,No Stress
Central African Republic,CAF,7,21,2002,37427.85184,No Stress
Central African Republic,CAF,7,21,2007,34332.48996,No Stress
Central African Republic,CAF,7,21,2012,31158.78184,No Stress
Central African Republic,CAF,7,21,2013,30543.168,No Stress
Chad,TCD,15,19,1962,4804.063084,No Stress
Chad,TCD,15,19,1967,4365.252936,No Stress
Chad,TCD,15,19,1972,3930.513757,No Stress
Chad,TCD,15,19,1977,3525.461589,No Stress
Chad,TCD,15,19,1982,3180.671694,No Stress
Chad,TCD,15,19,1987,2774.14211,No Stress
Chad,TCD,15,19,1992,2366.328471,No Stress
Chad,TCD,15,19,1997,2009.822135,No Stress
Chad,TCD,15,19,2002,1674.113869,Stress
Chad,TCD,15,19,2007,1402.607691,Stress
Chad,TCD,15,19,2012,1204.995913,Stress
Chad,TCD,15,19,2013,1169.562008,Stress
Chile,CHL,-30,-71,1962,109845.1854,No Stress
Chile,CHL,-30,-71,1967,97828.34357,No Stress
Chile,CHL,-30,-71,1972,89027.10694,No Stress
Chile,CHL,-30,-71,1977,82387.69993,No Stress
Chile,CHL,-30,-71,1982,76581.46574,No Stress
Chile,CHL,-30,-71,1987,70487.12183,No Stress
Chile,CHL,-30,-71,1992,64567.9764,No Stress
Chile,CHL,-30,-71,1997,59505.96734,No Stress
Chile,CHL,-30,-71,2002,55943.53609,No Stress
Chile,CHL,-30,-71,2007,53092.91103,No Stress
Chile,CHL,-30,-71,2012,50673.31378,No Stress
